Mmwrweek_end,Level,State,Tests,Detections,Percent_pos,Subtype,Pathogen,Posted,Tests_3wma,Detections_5wma,Percent_Pos_3wma
07/10/2021 12:00:00 AM,Region 2,,2025,241,11.90,,RV/EV,09/04/2026 12:00:00 AM,.,.,.
07/10/2021 12:00:00 AM,Region 2,,7428,104,1.40,,SARS-COV-2,09/04/2026 12:00:00 AM,.,.,.
07/10/2021 12:00:00 AM,Region 3,,767,24,3.13,,Adenovirus,09/04/2026 12:00:00 AM,.,.,.
07/10/2021 12:00:00 AM,Region 3,,,,0.00,229E,HCOV,09/04/2026 12:00:00 AM,.,.,.
07/10/2021 12:00:00 AM,Region 3,,817,18,2.20,Combined Type,HCOV,09/04/2026 12:00:00 AM,.,.,.
07/10/2021 12:00:00 AM,Region 3,,,,0.00,HKU1,HCOV,09/04/2026 12:00:00 AM,.,.,.
07/10/2021 12:00:00 AM,Region 3,,,,0.12,NL63,HCOV,09/04/2026 12:00:00 AM,.,.,.
07/10/2021 12:00:00 AM,Region 3,,,,2.08,OC43,HCOV,09/04/2026 12:00:00 AM,.,.,.
07/10/2021 12:00:00 AM,Region 3,,*,*,0.12,,HMPV,09/04/2026 12:00:00 AM,.,.,.
07/10/2021 12:00:00 AM,Region 3,,823,98,11.91,Combined Type,PIV,09/04/2026 12:00:00 AM,.,.,.
07/10/2021 12:00:00 AM,Region 3,,,,0.00,PIV 1,PIV,09/04/2026 12:00:00 AM,.,.,.
07/10/2021 12:00:00 AM,Region 3,,,,1.46,PIV 2,PIV,09/04/2026 12:00:00 AM,.,.,.
07/10/2021 12:00:00 AM,Region 3,,,,10.45,PIV 3,PIV,09/04/2026 12:00:00 AM,.,.,.
07/10/2021 12:00:00 AM,Region 3,,,,0.00,PIV 4,PIV,09/04/2026 12:00:00 AM,.,.,.
07/10/2021 12:00:00 AM,Region 3,,889,68,7.65,,RSV,09/04/2026 12:00:00 AM,.,.,.
07/10/2021 12:00:00 AM,Region 3,,823,172,20.90,,RV/EV,09/04/2026 12:00:00 AM,.,.,.
07/10/2021 12:00:00 AM,Region 3,,11394,335,2.94,,SARS-COV-2,09/04/2026 12:00:00 AM,.,.,.
07/10/2021 12:00:00 AM,Region 4,,1289,65,5.04,,Adenovirus,09/04/2026 12:00:00 AM,.,.,.
07/10/2021 12:00:00 AM,Region 4,,,,0.16,229E,HCOV,09/04/2026 12:00:00 AM,.,.,.
07/10/2021 12:00:00 AM,Region 4,,1289,37,2.87,Combined Type,HCOV,09/04/2026 12:00:00 AM,.,.,.
07/10/2021 12:00:00 AM,Region 4,,,,0.08,HKU1,HCOV,09/04/2026 12:00:00 AM,.,.,.
07/10/2021 12:00:00 AM,Region 4,,,,0.85,NL63,HCOV,09/04/2026 12:00:00 AM,.,.,.
07/10/2021 12:00:00 AM,Region 4,,,,1.78,OC43,HCOV,09/04/2026 12:00:00 AM,.,.,.
07/10/2021 12:00:00 AM,Region 4,,1289,9,0.70,,HMPV,09/04/2026 12:00:00 AM,.,.,.
07/10/2021 12:00:00 AM,Region 4,,1289,100,7.76,Combined Type,PIV,09/04/2026 12:00:00 AM,.,.,.
07/10/2021 12:00:00 AM,Region 4,,,,0.16,PIV 1,PIV,09/04/2026 12:00:00 AM,.,.,.
07/10/2021 12:00:00 AM,Region 4,,,,0.78,PIV 2,PIV,09/04/2026 12:00:00 AM,.,.,.
07/10/2021 12:00:00 AM,Region 4,,,,6.36,PIV 3,PIV,09/04/2026 12:00:00 AM,.,.,.
07/10/2021 12:00:00 AM,Region 4,,,,0.47,PIV 4,PIV,09/04/2026 12:00:00 AM,.,.,.
07/10/2021 12:00:00 AM,Region 4,,1795,223,12.42,,RSV,09/04/2026 12:00:00 AM,.,.,.
07/10/2021 12:00:00 AM,Region 4,,1289,253,19.63,,RV/EV,09/04/2026 12:00:00 AM,.,.,.
07/10/2021 12:00:00 AM,Region 4,,18841,1699,9.02,,SARS-COV-2,09/04/2026 12:00:00 AM,.,.,.
07/10/2021 12:00:00 AM,Region 5,,1456,62,4.26,,Adenovirus,09/04/2026 12:00:00 AM,.,.,.
07/10/2021 12:00:00 AM,Region 5,,,,0.07,229E,HCOV,09/04/2026 12:00:00 AM,.,.,.
07/10/2021 12:00:00 AM,Region 5,,1391,35,2.52,Combined Type,HCOV,09/04/2026 12:00:00 AM,.,.,.
07/10/2021 12:00:00 AM,Region 5,,,,0.00,HKU1,HCOV,09/04/2026 12:00:00 AM,.,.,.
07/10/2021 12:00:00 AM,Region 5,,,,0.50,NL63,HCOV,09/04/2026 12:00:00 AM,.,.,.
07/10/2021 12:00:00 AM,Region 5,,,,1.94,OC43,HCOV,09/04/2026 12:00:00 AM,.,.,.
07/10/2021 12:00:00 AM,Region 5,,*,*,0.10,,HMPV,09/04/2026 12:00:00 AM,.,.,.
07/10/2021 12:00:00 AM,Region 5,,2032,307,15.11,Combined Type,PIV,09/04/2026 12:00:00 AM,.,.,.
07/10/2021 12:00:00 AM,Region 5,,,,0.00,PIV 1,PIV,09/04/2026 12:00:00 AM,.,.,.
07/10/2021 12:00:00 AM,Region 5,,,,0.79,PIV 2,PIV,09/04/2026 12:00:00 AM,.,.,.
07/10/2021 12:00:00 AM,Region 5,,,,14.22,PIV 3,PIV,09/04/2026 12:00:00 AM,.,.,.
07/10/2021 12:00:00 AM,Region 5,,,,0.10,PIV 4,PIV,09/04/2026 12:00:00 AM,.,.,.
07/10/2021 12:00:00 AM,Region 5,,3375,269,7.97,,RSV,09/04/2026 12:00:00 AM,.,.,.
07/10/2021 12:00:00 AM,Region 5,,2011,346,17.21,,RV/EV,09/04/2026 12:00:00 AM,.,.,.
07/10/2021 12:00:00 AM,Region 5,,51730,1011,1.95,,SARS-COV-2,09/04/2026 12:00:00 AM,.,.,.
07/10/2021 12:00:00 AM,Region 6,,3567,116,3.25,,Adenovirus,09/04/2026 12:00:00 AM,.,.,.
07/10/2021 12:00:00 AM,Region 6,,,,0.33,229E,HCOV,09/04/2026 12:00:00 AM,.,.,.
07/10/2021 12:00:00 AM,Region 6,,3296,132,4.00,Combined Type,HCOV,09/04/2026 12:00:00 AM,.,.,.
07/10/2021 12:00:00 AM,Region 6,,,,0.00,HKU1,HCOV,09/04/2026 12:00:00 AM,.,.,.
07/10/2021 12:00:00 AM,Region 6,,,,0.52,NL63,HCOV,09/04/2026 12:00:00 AM,.,.,.
07/10/2021 12:00:00 AM,Region 6,,,,3.16,OC43,HCOV,09/04/2026 12:00:00 AM,.,.,.
07/10/2021 12:00:00 AM,Region 6,,3567,20,0.56,,HMPV,09/04/2026 12:00:00 AM,.,.,.
07/10/2021 12:00:00 AM,Region 6,,3845,313,8.14,Combined Type,PIV,09/04/2026 12:00:00 AM,.,.,.
07/10/2021 12:00:00 AM,Region 6,,,,0.08,PIV 1,PIV,09/04/2026 12:00:00 AM,.,.,.
07/10/2021 12:00:00 AM,Region 6,,,,1.14,PIV 2,PIV,09/04/2026 12:00:00 AM,.,.,.
07/10/2021 12:00:00 AM,Region 6,,,,6.79,PIV 3,PIV,09/04/2026 12:00:00 AM,.,.,.
07/10/2021 12:00:00 AM,Region 6,,,,0.13,PIV 4,PIV,09/04/2026 12:00:00 AM,.,.,.
07/10/2021 12:00:00 AM,Region 6,,4810,1200,24.95,,RSV,09/04/2026 12:00:00 AM,.,.,.
07/10/2021 12:00:00 AM,Region 6,,3567,672,18.84,,RV/EV,09/04/2026 12:00:00 AM,.,.,.
