Mmwrweek_end,Level,State,Tests,Detections,Percent_pos,Subtype,Pathogen,Posted,Tests_3wma,Detections_5wma,Percent_Pos_3wma
08/20/2022 12:00:00 AM,Region 3,,,,0.09,229E,HCOV,09/04/2026 12:00:00 AM,.,.,.
08/20/2022 12:00:00 AM,Region 3,,*,*,0.35,Combined Type,HCOV,09/04/2026 12:00:00 AM,.,.,.
08/20/2022 12:00:00 AM,Region 3,,,,0.00,HKU1,HCOV,09/04/2026 12:00:00 AM,.,.,.
08/20/2022 12:00:00 AM,Region 3,,,,0.00,NL63,HCOV,09/04/2026 12:00:00 AM,.,.,.
08/20/2022 12:00:00 AM,Region 3,,,,0.26,OC43,HCOV,09/04/2026 12:00:00 AM,.,.,.
08/20/2022 12:00:00 AM,Region 3,,1029,7,0.68,,HMPV,09/04/2026 12:00:00 AM,.,.,.
08/20/2022 12:00:00 AM,Region 3,,1029,21,2.04,Combined Type,PIV,09/04/2026 12:00:00 AM,.,.,.
08/20/2022 12:00:00 AM,Region 3,,,,0.39,PIV 1,PIV,09/04/2026 12:00:00 AM,.,.,.
08/20/2022 12:00:00 AM,Region 3,,,,0.10,PIV 2,PIV,09/04/2026 12:00:00 AM,.,.,.
08/20/2022 12:00:00 AM,Region 3,,,,0.68,PIV 3,PIV,09/04/2026 12:00:00 AM,.,.,.
08/20/2022 12:00:00 AM,Region 3,,,,0.87,PIV 4,PIV,09/04/2026 12:00:00 AM,.,.,.
08/20/2022 12:00:00 AM,Region 3,,1620,129,7.96,,RSV,09/04/2026 12:00:00 AM,.,.,.
08/20/2022 12:00:00 AM,Region 3,,1029,272,26.43,,RV/EV,09/04/2026 12:00:00 AM,.,.,.
08/20/2022 12:00:00 AM,Region 3,,11278,1175,10.42,,SARS-COV-2,09/04/2026 12:00:00 AM,.,.,.
08/20/2022 12:00:00 AM,Region 4,,1593,63,3.95,,Adenovirus,09/04/2026 12:00:00 AM,.,.,.
08/20/2022 12:00:00 AM,Region 4,,,,0.06,229E,HCOV,09/04/2026 12:00:00 AM,.,.,.
08/20/2022 12:00:00 AM,Region 4,,1596,14,0.88,Combined Type,HCOV,09/04/2026 12:00:00 AM,.,.,.
08/20/2022 12:00:00 AM,Region 4,,,,0.00,HKU1,HCOV,09/04/2026 12:00:00 AM,.,.,.
08/20/2022 12:00:00 AM,Region 4,,,,0.75,NL63,HCOV,09/04/2026 12:00:00 AM,.,.,.
08/20/2022 12:00:00 AM,Region 4,,,,0.06,OC43,HCOV,09/04/2026 12:00:00 AM,.,.,.
08/20/2022 12:00:00 AM,Region 4,,1628,15,0.92,,HMPV,09/04/2026 12:00:00 AM,.,.,.
08/20/2022 12:00:00 AM,Region 4,,1596,16,1.00,Combined Type,PIV,09/04/2026 12:00:00 AM,.,.,.
08/20/2022 12:00:00 AM,Region 4,,,,0.31,PIV 1,PIV,09/04/2026 12:00:00 AM,.,.,.
08/20/2022 12:00:00 AM,Region 4,,,,0.06,PIV 2,PIV,09/04/2026 12:00:00 AM,.,.,.
08/20/2022 12:00:00 AM,Region 4,,,,0.31,PIV 3,PIV,09/04/2026 12:00:00 AM,.,.,.
08/20/2022 12:00:00 AM,Region 4,,,,0.31,PIV 4,PIV,09/04/2026 12:00:00 AM,.,.,.
08/20/2022 12:00:00 AM,Region 4,,5593,263,4.70,,RSV,09/04/2026 12:00:00 AM,.,.,.
08/20/2022 12:00:00 AM,Region 4,,1617,315,19.48,,RV/EV,09/04/2026 12:00:00 AM,.,.,.
08/20/2022 12:00:00 AM,Region 4,,20439,3759,18.39,,SARS-COV-2,09/04/2026 12:00:00 AM,.,.,.
08/20/2022 12:00:00 AM,Region 5,,1974,52,2.63,,Adenovirus,09/04/2026 12:00:00 AM,.,.,.
08/20/2022 12:00:00 AM,Region 5,,,,0.09,229E,HCOV,09/04/2026 12:00:00 AM,.,.,.
08/20/2022 12:00:00 AM,Region 5,,2320,5,0.22,Combined Type,HCOV,09/04/2026 12:00:00 AM,.,.,.
08/20/2022 12:00:00 AM,Region 5,,,,0.00,HKU1,HCOV,09/04/2026 12:00:00 AM,.,.,.
08/20/2022 12:00:00 AM,Region 5,,,,0.13,NL63,HCOV,09/04/2026 12:00:00 AM,.,.,.
08/20/2022 12:00:00 AM,Region 5,,,,0.00,OC43,HCOV,09/04/2026 12:00:00 AM,.,.,.
08/20/2022 12:00:00 AM,Region 5,,2524,11,0.44,,HMPV,09/04/2026 12:00:00 AM,.,.,.
08/20/2022 12:00:00 AM,Region 5,,3013,60,1.99,Combined Type,PIV,09/04/2026 12:00:00 AM,.,.,.
08/20/2022 12:00:00 AM,Region 5,,,,0.50,PIV 1,PIV,09/04/2026 12:00:00 AM,.,.,.
08/20/2022 12:00:00 AM,Region 5,,,,0.27,PIV 2,PIV,09/04/2026 12:00:00 AM,.,.,.
08/20/2022 12:00:00 AM,Region 5,,,,0.73,PIV 3,PIV,09/04/2026 12:00:00 AM,.,.,.
08/20/2022 12:00:00 AM,Region 5,,,,0.50,PIV 4,PIV,09/04/2026 12:00:00 AM,.,.,.
08/20/2022 12:00:00 AM,Region 5,,8203,235,2.86,,RSV,09/04/2026 12:00:00 AM,.,.,.
08/20/2022 12:00:00 AM,Region 5,,2490,420,16.87,,RV/EV,09/04/2026 12:00:00 AM,.,.,.
08/20/2022 12:00:00 AM,Region 5,,70227,8953,12.75,,SARS-COV-2,09/04/2026 12:00:00 AM,.,.,.
08/20/2022 12:00:00 AM,Region 6,,2920,137,4.69,,Adenovirus,09/04/2026 12:00:00 AM,.,.,.
08/20/2022 12:00:00 AM,Region 6,,,,0.04,229E,HCOV,09/04/2026 12:00:00 AM,.,.,.
08/20/2022 12:00:00 AM,Region 6,,2500,27,1.08,Combined Type,HCOV,09/04/2026 12:00:00 AM,.,.,.
08/20/2022 12:00:00 AM,Region 6,,,,0.12,HKU1,HCOV,09/04/2026 12:00:00 AM,.,.,.
08/20/2022 12:00:00 AM,Region 6,,,,0.92,NL63,HCOV,09/04/2026 12:00:00 AM,.,.,.
08/20/2022 12:00:00 AM,Region 6,,,,0.00,OC43,HCOV,09/04/2026 12:00:00 AM,.,.,.
08/20/2022 12:00:00 AM,Region 6,,2893,14,0.48,,HMPV,09/04/2026 12:00:00 AM,.,.,.
08/20/2022 12:00:00 AM,Region 6,,3772,76,2.01,Combined Type,PIV,09/04/2026 12:00:00 AM,.,.,.
08/20/2022 12:00:00 AM,Region 6,,,,1.03,PIV 1,PIV,09/04/2026 12:00:00 AM,.,.,.
08/20/2022 12:00:00 AM,Region 6,,,,0.11,PIV 2,PIV,09/04/2026 12:00:00 AM,.,.,.
08/20/2022 12:00:00 AM,Region 6,,,,0.53,PIV 3,PIV,09/04/2026 12:00:00 AM,.,.,.
08/20/2022 12:00:00 AM,Region 6,,,,0.34,PIV 4,PIV,09/04/2026 12:00:00 AM,.,.,.
08/20/2022 12:00:00 AM,Region 6,,5548,282,5.08,,RSV,09/04/2026 12:00:00 AM,.,.,.
08/20/2022 12:00:00 AM,Region 6,,2920,818,28.01,,RV/EV,09/04/2026 12:00:00 AM,.,.,.
08/20/2022 12:00:00 AM,Region 6,,27758,4002,14.42,,SARS-COV-2,09/04/2026 12:00:00 AM,.,.,.
08/20/2022 12:00:00 AM,Region 7,,1107,38,3.43,,Adenovirus,09/04/2026 12:00:00 AM,.,.,.
08/20/2022 12:00:00 AM,Region 7,,,,0.09,229E,HCOV,09/04/2026 12:00:00 AM,.,.,.
08/20/2022 12:00:00 AM,Region 7,,1089,5,0.46,Combined Type,HCOV,09/04/2026 12:00:00 AM,.,.,.
08/20/2022 12:00:00 AM,Region 7,,,,0.18,HKU1,HCOV,09/04/2026 12:00:00 AM,.,.,.
08/20/2022 12:00:00 AM,Region 7,,,,0.09,NL63,HCOV,09/04/2026 12:00:00 AM,.,.,.
08/20/2022 12:00:00 AM,Region 7,,,,0.09,OC43,HCOV,09/04/2026 12:00:00 AM,.,.,.
08/20/2022 12:00:00 AM,Region 7,,*,*,0.37,,HMPV,09/04/2026 12:00:00 AM,.,.,.
08/20/2022 12:00:00 AM,Region 7,,1092,33,3.02,Combined Type,PIV,09/04/2026 12:00:00 AM,.,.,.
08/20/2022 12:00:00 AM,Region 7,,,,1.65,PIV 1,PIV,09/04/2026 12:00:00 AM,.,.,.
08/20/2022 12:00:00 AM,Region 7,,,,0.46,PIV 2,PIV,09/04/2026 12:00:00 AM,.,.,.
08/20/2022 12:00:00 AM,Region 7,,,,0.64,PIV 3,PIV,09/04/2026 12:00:00 AM,.,.,.
08/20/2022 12:00:00 AM,Region 7,,,,0.27,PIV 4,PIV,09/04/2026 12:00:00 AM,.,.,.
08/20/2022 12:00:00 AM,Region 7,,5180,104,2.01,,RSV,09/04/2026 12:00:00 AM,.,.,.
08/20/2022 12:00:00 AM,Region 7,,1146,313,27.31,,RV/EV,09/04/2026 12:00:00 AM,.,.,.
08/20/2022 12:00:00 AM,Region 7,,11269,1889,16.76,,SARS-COV-2,09/04/2026 12:00:00 AM,.,.,.
08/20/2022 12:00:00 AM,Region 8,,500,9,1.80,,Adenovirus,09/04/2026 12:00:00 AM,.,.,.
08/20/2022 12:00:00 AM,Region 8,,,,0.00,229E,HCOV,09/04/2026 12:00:00 AM,.,.,.
08/20/2022 12:00:00 AM,Region 8,,*,*,0.40,Combined Type,HCOV,09/04/2026 12:00:00 AM,.,.,.
08/20/2022 12:00:00 AM,Region 8,,,,0.00,HKU1,HCOV,09/04/2026 12:00:00 AM,.,.,.
08/20/2022 12:00:00 AM,Region 8,,,,0.20,NL63,HCOV,09/04/2026 12:00:00 AM,.,.,.
08/20/2022 12:00:00 AM,Region 8,,,,0.20,OC43,HCOV,09/04/2026 12:00:00 AM,.,.,.
08/20/2022 12:00:00 AM,Region 8,,499,0,0.00,,HMPV,09/04/2026 12:00:00 AM,.,.,.
08/20/2022 12:00:00 AM,Region 8,,499,9,1.80,Combined Type,PIV,09/04/2026 12:00:00 AM,.,.,.
08/20/2022 12:00:00 AM,Region 8,,,,0.20,PIV 1,PIV,09/04/2026 12:00:00 AM,.,.,.
08/20/2022 12:00:00 AM,Region 8,,,,0.60,PIV 2,PIV,09/04/2026 12:00:00 AM,.,.,.
08/20/2022 12:00:00 AM,Region 8,,,,0.40,PIV 3,PIV,09/04/2026 12:00:00 AM,.,.,.
08/20/2022 12:00:00 AM,Region 8,,,,0.60,PIV 4,PIV,09/04/2026 12:00:00 AM,.,.,.
08/20/2022 12:00:00 AM,Region 8,,1497,15,1.00,,RSV,09/04/2026 12:00:00 AM,.,.,.
08/20/2022 12:00:00 AM,Region 8,,499,112,22.44,,RV/EV,09/04/2026 12:00:00 AM,.,.,.
08/20/2022 12:00:00 AM,Region 8,,19192,1612,8.40,,SARS-COV-2,09/04/2026 12:00:00 AM,.,.,.
08/20/2022 12:00:00 AM,Region 9,,1760,46,2.61,,Adenovirus,09/04/2026 12:00:00 AM,.,.,.
08/20/2022 12:00:00 AM,Region 9,,,,0.00,229E,HCOV,09/04/2026 12:00:00 AM,.,.,.
08/20/2022 12:00:00 AM,Region 9,,*,*,0.14,Combined Type,HCOV,09/04/2026 12:00:00 AM,.,.,.
08/20/2022 12:00:00 AM,Region 9,,,,0.07,HKU1,HCOV,09/04/2026 12:00:00 AM,.,.,.
08/20/2022 12:00:00 AM,Region 9,,,,0.07,NL63,HCOV,09/04/2026 12:00:00 AM,.,.,.
08/20/2022 12:00:00 AM,Region 9,,,,0.00,OC43,HCOV,09/04/2026 12:00:00 AM,.,.,.
08/20/2022 12:00:00 AM,Region 9,,1770,18,1.02,,HMPV,09/04/2026 12:00:00 AM,.,.,.
08/20/2022 12:00:00 AM,Region 9,,1770,53,2.99,Combined Type,PIV,09/04/2026 12:00:00 AM,.,.,.
08/20/2022 12:00:00 AM,Region 9,,,,0.23,PIV 1,PIV,09/04/2026 12:00:00 AM,.,.,.
08/20/2022 12:00:00 AM,Region 9,,,,0.51,PIV 2,PIV,09/04/2026 12:00:00 AM,.,.,.
08/20/2022 12:00:00 AM,Region 9,,,,1.86,PIV 3,PIV,09/04/2026 12:00:00 AM,.,.,.
08/20/2022 12:00:00 AM,Region 9,,,,0.40,PIV 4,PIV,09/04/2026 12:00:00 AM,.,.,.
08/20/2022 12:00:00 AM,Region 9,,5988,107,1.79,,RSV,09/04/2026 12:00:00 AM,.,.,.
08/20/2022 12:00:00 AM,Region 9,,1775,492,27.72,,RV/EV,09/04/2026 12:00:00 AM,.,.,.
08/20/2022 12:00:00 AM,Region 9,,23306,2099,9.01,,SARS-COV-2,09/04/2026 12:00:00 AM,.,.,.
08/27/2022 12:00:00 AM,National,,15816,531,3.36,Combined Type,Adenovirus,09/04/2026 12:00:00 AM,.,.,.
08/27/2022 12:00:00 AM,National,,,,0.09,229E,HCOV,09/04/2026 12:00:00 AM,.,.,.
08/27/2022 12:00:00 AM,National,,15066,61,0.40,Combined Type,HCOV,09/04/2026 12:00:00 AM,.,.,.
08/27/2022 12:00:00 AM,National,,,,0.04,HKU1,HCOV,09/04/2026 12:00:00 AM,.,.,.
08/27/2022 12:00:00 AM,National,,,,0.21,NL63,HCOV,09/04/2026 12:00:00 AM,.,.,.
08/27/2022 12:00:00 AM,National,,,,0.07,OC43,HCOV,09/04/2026 12:00:00 AM,.,.,.
08/27/2022 12:00:00 AM,National,,16268,94,0.58,Combined Type,HMPV,09/04/2026 12:00:00 AM,.,.,.
08/27/2022 12:00:00 AM,National,,17564,387,2.20,Combined Type,PIV,09/04/2026 12:00:00 AM,.,.,.
08/27/2022 12:00:00 AM,National,,,,0.97,PIV 1,PIV,09/04/2026 12:00:00 AM,.,.,.
08/27/2022 12:00:00 AM,National,,,,0.16,PIV 2,PIV,09/04/2026 12:00:00 AM,.,.,.
08/27/2022 12:00:00 AM,National,,,,0.54,PIV 3,PIV,09/04/2026 12:00:00 AM,.,.,.
08/27/2022 12:00:00 AM,National,,,,0.53,PIV 4,PIV,09/04/2026 12:00:00 AM,.,.,.
08/27/2022 12:00:00 AM,National,,46020,1643,3.57,Combined Type,RSV,09/04/2026 12:00:00 AM,.,.,.
08/27/2022 12:00:00 AM,National,,16178,4418,27.31,Combined Type,RV/EV,09/04/2026 12:00:00 AM,.,.,.
08/27/2022 12:00:00 AM,National,,233811,27461,11.74,,SARS-COV-2,09/04/2026 12:00:00 AM,.,.,.
08/27/2022 12:00:00 AM,Region 1,,575,22,3.83,,Adenovirus,09/04/2026 12:00:00 AM,.,.,.
08/27/2022 12:00:00 AM,Region 1,,,,0.00,229E,HCOV,09/04/2026 12:00:00 AM,.,.,.
08/27/2022 12:00:00 AM,Region 1,,174,0,0.00,Combined Type,HCOV,09/04/2026 12:00:00 AM,.,.,.
08/27/2022 12:00:00 AM,Region 1,,,,0.00,HKU1,HCOV,09/04/2026 12:00:00 AM,.,.,.
08/27/2022 12:00:00 AM,Region 1,,,,0.00,NL63,HCOV,09/04/2026 12:00:00 AM,.,.,.
08/27/2022 12:00:00 AM,Region 1,,,,0.00,OC43,HCOV,09/04/2026 12:00:00 AM,.,.,.
08/27/2022 12:00:00 AM,Region 1,,573,6,1.05,,HMPV,09/04/2026 12:00:00 AM,.,.,.
08/27/2022 12:00:00 AM,Region 1,,572,8,1.40,Combined Type,PIV,09/04/2026 12:00:00 AM,.,.,.
08/27/2022 12:00:00 AM,Region 1,,,,0.17,PIV 1,PIV,09/04/2026 12:00:00 AM,.,.,.
08/27/2022 12:00:00 AM,Region 1,,,,0.35,PIV 2,PIV,09/04/2026 12:00:00 AM,.,.,.
08/27/2022 12:00:00 AM,Region 1,,,,0.35,PIV 3,PIV,09/04/2026 12:00:00 AM,.,.,.
08/27/2022 12:00:00 AM,Region 1,,,,0.52,PIV 4,PIV,09/04/2026 12:00:00 AM,.,.,.
08/27/2022 12:00:00 AM,Region 1,,2011,54,2.69,,RSV,09/04/2026 12:00:00 AM,.,.,.
08/27/2022 12:00:00 AM,Region 1,,581,88,15.15,,RV/EV,09/04/2026 12:00:00 AM,.,.,.
08/27/2022 12:00:00 AM,Region 1,,22332,1948,8.72,,SARS-COV-2,09/04/2026 12:00:00 AM,.,.,.
08/27/2022 12:00:00 AM,Region 10,,612,11,1.80,,Adenovirus,09/04/2026 12:00:00 AM,.,.,.
08/27/2022 12:00:00 AM,Region 10,,,,0.00,229E,HCOV,09/04/2026 12:00:00 AM,.,.,.
08/27/2022 12:00:00 AM,Region 10,,*,*,0.34,Combined Type,HCOV,09/04/2026 12:00:00 AM,.,.,.
08/27/2022 12:00:00 AM,Region 10,,,,0.00,HKU1,HCOV,09/04/2026 12:00:00 AM,.,.,.
08/27/2022 12:00:00 AM,Region 10,,,,0.17,NL63,HCOV,09/04/2026 12:00:00 AM,.,.,.
08/27/2022 12:00:00 AM,Region 10,,,,0.17,OC43,HCOV,09/04/2026 12:00:00 AM,.,.,.
08/27/2022 12:00:00 AM,Region 10,,612,6,0.98,,HMPV,09/04/2026 12:00:00 AM,.,.,.
08/27/2022 12:00:00 AM,Region 10,,612,8,1.31,Combined Type,PIV,09/04/2026 12:00:00 AM,.,.,.
08/27/2022 12:00:00 AM,Region 10,,,,0.00,PIV 1,PIV,09/04/2026 12:00:00 AM,.,.,.
08/27/2022 12:00:00 AM,Region 10,,,,0.49,PIV 2,PIV,09/04/2026 12:00:00 AM,.,.,.
08/27/2022 12:00:00 AM,Region 10,,,,0.49,PIV 3,PIV,09/04/2026 12:00:00 AM,.,.,.
08/27/2022 12:00:00 AM,Region 10,,,,0.33,PIV 4,PIV,09/04/2026 12:00:00 AM,.,.,.
08/27/2022 12:00:00 AM,Region 10,,2001,38,1.90,,RSV,09/04/2026 12:00:00 AM,.,.,.
08/27/2022 12:00:00 AM,Region 10,,612,57,9.31,,RV/EV,09/04/2026 12:00:00 AM,.,.,.
08/27/2022 12:00:00 AM,Region 10,,16345,1734,10.61,,SARS-COV-2,09/04/2026 12:00:00 AM,.,.,.
08/27/2022 12:00:00 AM,Region 2,,2101,72,3.43,,Adenovirus,09/04/2026 12:00:00 AM,.,.,.
08/27/2022 12:00:00 AM,Region 2,,,,0.05,229E,HCOV,09/04/2026 12:00:00 AM,.,.,.
08/27/2022 12:00:00 AM,Region 2,,*,*,0.21,Combined Type,HCOV,09/04/2026 12:00:00 AM,.,.,.
08/27/2022 12:00:00 AM,Region 2,,,,0.00,HKU1,HCOV,09/04/2026 12:00:00 AM,.,.,.
08/27/2022 12:00:00 AM,Region 2,,,,0.05,NL63,HCOV,09/04/2026 12:00:00 AM,.,.,.
08/27/2022 12:00:00 AM,Region 2,,,,0.10,OC43,HCOV,09/04/2026 12:00:00 AM,.,.,.
08/27/2022 12:00:00 AM,Region 2,,2067,17,0.82,,HMPV,09/04/2026 12:00:00 AM,.,.,.
08/27/2022 12:00:00 AM,Region 2,,2103,47,2.23,Combined Type,PIV,09/04/2026 12:00:00 AM,.,.,.
08/27/2022 12:00:00 AM,Region 2,,,,0.81,PIV 1,PIV,09/04/2026 12:00:00 AM,.,.,.
08/27/2022 12:00:00 AM,Region 2,,,,0.10,PIV 2,PIV,09/04/2026 12:00:00 AM,.,.,.
08/27/2022 12:00:00 AM,Region 2,,,,0.43,PIV 3,PIV,09/04/2026 12:00:00 AM,.,.,.
08/27/2022 12:00:00 AM,Region 2,,,,0.90,PIV 4,PIV,09/04/2026 12:00:00 AM,.,.,.
08/27/2022 12:00:00 AM,Region 2,,4964,69,1.39,,RSV,09/04/2026 12:00:00 AM,.,.,.
08/27/2022 12:00:00 AM,Region 2,,1917,281,14.66,,RV/EV,09/04/2026 12:00:00 AM,.,.,.
08/27/2022 12:00:00 AM,Region 2,,12091,1085,8.97,,SARS-COV-2,09/04/2026 12:00:00 AM,.,.,.
08/27/2022 12:00:00 AM,Region 3,,1107,47,4.25,,Adenovirus,09/04/2026 12:00:00 AM,.,.,.
08/27/2022 12:00:00 AM,Region 3,,,,0.09,229E,HCOV,09/04/2026 12:00:00 AM,.,.,.
08/27/2022 12:00:00 AM,Region 3,,*,*,0.09,Combined Type,HCOV,09/04/2026 12:00:00 AM,.,.,.
08/27/2022 12:00:00 AM,Region 3,,,,0.00,HKU1,HCOV,09/04/2026 12:00:00 AM,.,.,.
08/27/2022 12:00:00 AM,Region 3,,,,0.00,NL63,HCOV,09/04/2026 12:00:00 AM,.,.,.
08/27/2022 12:00:00 AM,Region 3,,,,0.00,OC43,HCOV,09/04/2026 12:00:00 AM,.,.,.
08/27/2022 12:00:00 AM,Region 3,,1047,8,0.76,,HMPV,09/04/2026 12:00:00 AM,.,.,.
08/27/2022 12:00:00 AM,Region 3,,1047,25,2.39,Combined Type,PIV,09/04/2026 12:00:00 AM,.,.,.
08/27/2022 12:00:00 AM,Region 3,,,,0.96,PIV 1,PIV,09/04/2026 12:00:00 AM,.,.,.
08/27/2022 12:00:00 AM,Region 3,,,,0.29,PIV 2,PIV,09/04/2026 12:00:00 AM,.,.,.
08/27/2022 12:00:00 AM,Region 3,,,,0.57,PIV 3,PIV,09/04/2026 12:00:00 AM,.,.,.
08/27/2022 12:00:00 AM,Region 3,,,,0.57,PIV 4,PIV,09/04/2026 12:00:00 AM,.,.,.
08/27/2022 12:00:00 AM,Region 3,,1704,127,7.45,,RSV,09/04/2026 12:00:00 AM,.,.,.
08/27/2022 12:00:00 AM,Region 3,,1010,213,21.09,,RV/EV,09/04/2026 12:00:00 AM,.,.,.
08/27/2022 12:00:00 AM,Region 3,,9298,1021,10.98,,SARS-COV-2,09/04/2026 12:00:00 AM,.,.,.
08/27/2022 12:00:00 AM,Region 4,,2249,101,4.49,,Adenovirus,09/04/2026 12:00:00 AM,.,.,.
08/27/2022 12:00:00 AM,Region 4,,,,0.00,229E,HCOV,09/04/2026 12:00:00 AM,.,.,.
08/27/2022 12:00:00 AM,Region 4,,2264,7,0.31,Combined Type,HCOV,09/04/2026 12:00:00 AM,.,.,.
08/27/2022 12:00:00 AM,Region 4,,,,0.04,HKU1,HCOV,09/04/2026 12:00:00 AM,.,.,.
08/27/2022 12:00:00 AM,Region 4,,,,0.22,NL63,HCOV,09/04/2026 12:00:00 AM,.,.,.
08/27/2022 12:00:00 AM,Region 4,,,,0.04,OC43,HCOV,09/04/2026 12:00:00 AM,.,.,.
08/27/2022 12:00:00 AM,Region 4,,2282,18,0.79,,HMPV,09/04/2026 12:00:00 AM,.,.,.
08/27/2022 12:00:00 AM,Region 4,,2264,52,2.30,Combined Type,PIV,09/04/2026 12:00:00 AM,.,.,.
08/27/2022 12:00:00 AM,Region 4,,,,1.46,PIV 1,PIV,09/04/2026 12:00:00 AM,.,.,.
08/27/2022 12:00:00 AM,Region 4,,,,0.18,PIV 2,PIV,09/04/2026 12:00:00 AM,.,.,.
08/27/2022 12:00:00 AM,Region 4,,,,0.31,PIV 3,PIV,09/04/2026 12:00:00 AM,.,.,.
08/27/2022 12:00:00 AM,Region 4,,,,0.35,PIV 4,PIV,09/04/2026 12:00:00 AM,.,.,.
08/27/2022 12:00:00 AM,Region 4,,6730,432,6.42,,RSV,09/04/2026 12:00:00 AM,.,.,.
08/27/2022 12:00:00 AM,Region 4,,2278,673,29.54,,RV/EV,09/04/2026 12:00:00 AM,.,.,.
08/27/2022 12:00:00 AM,Region 4,,22209,3811,17.16,,SARS-COV-2,09/04/2026 12:00:00 AM,.,.,.
08/27/2022 12:00:00 AM,Region 5,,2312,62,2.68,,Adenovirus,09/04/2026 12:00:00 AM,.,.,.
08/27/2022 12:00:00 AM,Region 5,,,,0.07,229E,HCOV,09/04/2026 12:00:00 AM,.,.,.
08/27/2022 12:00:00 AM,Region 5,,2741,13,0.47,Combined Type,HCOV,09/04/2026 12:00:00 AM,.,.,.
08/27/2022 12:00:00 AM,Region 5,,,,0.07,HKU1,HCOV,09/04/2026 12:00:00 AM,.,.,.
08/27/2022 12:00:00 AM,Region 5,,,,0.18,NL63,HCOV,09/04/2026 12:00:00 AM,.,.,.
08/27/2022 12:00:00 AM,Region 5,,,,0.15,OC43,HCOV,09/04/2026 12:00:00 AM,.,.,.
08/27/2022 12:00:00 AM,Region 5,,2833,9,0.32,,HMPV,09/04/2026 12:00:00 AM,.,.,.
08/27/2022 12:00:00 AM,Region 5,,3237,70,2.16,Combined Type,PIV,09/04/2026 12:00:00 AM,.,.,.
08/27/2022 12:00:00 AM,Region 5,,,,0.68,PIV 1,PIV,09/04/2026 12:00:00 AM,.,.,.
08/27/2022 12:00:00 AM,Region 5,,,,0.15,PIV 2,PIV,09/04/2026 12:00:00 AM,.,.,.
08/27/2022 12:00:00 AM,Region 5,,,,0.65,PIV 3,PIV,09/04/2026 12:00:00 AM,.,.,.
08/27/2022 12:00:00 AM,Region 5,,,,0.68,PIV 4,PIV,09/04/2026 12:00:00 AM,.,.,.
08/27/2022 12:00:00 AM,Region 5,,8736,335,3.83,,RSV,09/04/2026 12:00:00 AM,.,.,.
08/27/2022 12:00:00 AM,Region 5,,2843,606,21.32,,RV/EV,09/04/2026 12:00:00 AM,.,.,.
08/27/2022 12:00:00 AM,Region 5,,70091,8444,12.05,,SARS-COV-2,09/04/2026 12:00:00 AM,.,.,.
08/27/2022 12:00:00 AM,Region 6,,3412,145,4.25,,Adenovirus,09/04/2026 12:00:00 AM,.,.,.
08/27/2022 12:00:00 AM,Region 6,,,,0.27,229E,HCOV,09/04/2026 12:00:00 AM,.,.,.
08/27/2022 12:00:00 AM,Region 6,,2931,27,0.92,Combined Type,HCOV,09/04/2026 12:00:00 AM,.,.,.
08/27/2022 12:00:00 AM,Region 6,,,,0.00,HKU1,HCOV,09/04/2026 12:00:00 AM,.,.,.
08/27/2022 12:00:00 AM,Region 6,,,,0.55,NL63,HCOV,09/04/2026 12:00:00 AM,.,.,.
08/27/2022 12:00:00 AM,Region 6,,,,0.10,OC43,HCOV,09/04/2026 12:00:00 AM,.,.,.
08/27/2022 12:00:00 AM,Region 6,,3393,17,0.50,,HMPV,09/04/2026 12:00:00 AM,.,.,.
08/27/2022 12:00:00 AM,Region 6,,4309,104,2.41,Combined Type,PIV,09/04/2026 12:00:00 AM,.,.,.
08/27/2022 12:00:00 AM,Region 6,,,,1.51,PIV 1,PIV,09/04/2026 12:00:00 AM,.,.,.
08/27/2022 12:00:00 AM,Region 6,,,,0.09,PIV 2,PIV,09/04/2026 12:00:00 AM,.,.,.
08/27/2022 12:00:00 AM,Region 6,,,,0.42,PIV 3,PIV,09/04/2026 12:00:00 AM,.,.,.
08/27/2022 12:00:00 AM,Region 6,,,,0.39,PIV 4,PIV,09/04/2026 12:00:00 AM,.,.,.
08/27/2022 12:00:00 AM,Region 6,,6445,322,5.00,,RSV,09/04/2026 12:00:00 AM,.,.,.
08/27/2022 12:00:00 AM,Region 6,,3412,1447,42.41,,RV/EV,09/04/2026 12:00:00 AM,.,.,.
08/27/2022 12:00:00 AM,Region 6,,30480,4240,13.91,,SARS-COV-2,09/04/2026 12:00:00 AM,.,.,.
08/27/2022 12:00:00 AM,Region 7,,1144,30,2.62,,Adenovirus,09/04/2026 12:00:00 AM,.,.,.
08/27/2022 12:00:00 AM,Region 7,,,,0.09,229E,HCOV,09/04/2026 12:00:00 AM,.,.,.
08/27/2022 12:00:00 AM,Region 7,,1146,5,0.44,Combined Type,HCOV,09/04/2026 12:00:00 AM,.,.,.
08/27/2022 12:00:00 AM,Region 7,,,,0.17,HKU1,HCOV,09/04/2026 12:00:00 AM,.,.,.
08/27/2022 12:00:00 AM,Region 7,,,,0.17,NL63,HCOV,09/04/2026 12:00:00 AM,.,.,.
08/27/2022 12:00:00 AM,Region 7,,,,0.00,OC43,HCOV,09/04/2026 12:00:00 AM,.,.,.
08/27/2022 12:00:00 AM,Region 7,,*,*,0.35,,HMPV,09/04/2026 12:00:00 AM,.,.,.
